split,src_id,dst_id,relation_type,label
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateCpsT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Seq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Subtype.instDecidableEq,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.instQuoteListMkStr1,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Quote,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::EStateM.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqLeft,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMinUInt64,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Min,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Meta.instReprTransparencyMode,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bool.instDecidableExistsOfDecidablePred,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::List.instGetElemNatLtLength,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::GetElem,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.instCoeSyntaxTSyntaxConsSyntaxNodeKindMkStr1Nil,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Coe,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHashableProd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Hashable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instOrdUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Ord,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Array.instRepr,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::IO.instLETaskState,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LE,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::UInt64.instOfNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::OfNat,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadBaseIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Functor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ByteArray.instGetElemNatUInt8LtSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::GetElem,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Array.instGetElemUSizeLtNatToNatSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::GetElem,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instReprStdGen,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadOption,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bind,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToFormatPos,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.ToFormat,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMinUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Min,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instOrdUInt32,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Ord,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedOption,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instMonadFunctor,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadFunctor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.instQuoteProdMkStr1,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Quote,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadBaseIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Applicative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedPUnit,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ByteArray.instAppend,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Append,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableLtUInt64,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instForInOfStream,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ForIn,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ExceptT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqLeft,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHashable,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Hashable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.TSyntax.instCoeNumLitTerm,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Coe,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadOption,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Pure,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedForInStep_1,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadFinallyStateRefT'OfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadFinally,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Grind.instInhabitedConfig,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instReprId_1,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instAddUSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Add,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instIdempotentOpOr,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.IdempotentOp,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instAlternativeOfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Functor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMulFloat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Mul,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHMod,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::HMod,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateRefT'.instAlternativeOfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Seq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLEFin,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LE,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMaxUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Max,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.instInhabitedFormat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.instCoeOutTSyntaxSyntax,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::CoeOut,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLawfulApplicativeOption,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LawfulApplicative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::EStateM.instInhabitedResult,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Syntax.instBEq,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BEq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Monad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqRight,extends_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::FloatArray.instInhabited,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::UInt8.instOfNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::OfNat,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Prod.lexLtDec,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableEqSum,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.LawfulLeftIdentity,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.LeftIdentity,extends_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instHShiftLeftNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::HShiftLeft,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ExceptT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Monad,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToFormatArray,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.ToFormat,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Option.instForM,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ForM,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableLtUInt8,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStringByteArray,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instComplementUInt32,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Complement,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadControlReaderT,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadControl,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Range.instForInNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ForIn,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.instQuoteSubstringMkStr1,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Quote,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ExceptCpsT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Seq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instStreamRangeNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Stream,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHashableFin,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Hashable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instAlternativeOfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Applicative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateT.instAlternative,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Seq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Omega.instBEqConstraint,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BEq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Fin.decLt,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLawfulBEqChar,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LawfulBEq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ShareCommon.instNonemptyStateFactory,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nonempty,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instCommutativeHAdd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Commutative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instApplicativeOfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Pure,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bool.instLawfulIdentityBneFalse,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.RightIdentity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateCpsT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqLeft,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instReprId,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instSubsingletonOfNatNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Subsingleton,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Array.instForIn,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ForIn,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instOfNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::OfNat,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDivUInt64,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Div,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::IO.instNonemptyCondvar,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nonempty,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instAssociativeHAdd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Associative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedUInt32,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Omega.LinearCombo.instAdd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Add,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::String.instDecidableEqIterator,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHashableBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Hashable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instDiv,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Div,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instCoeHTCOfCoeHeadOfCoeOTC,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::CoeHTC,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ExceptT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Functor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadLiftBaseIOEIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadLift,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStringFin,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Char.instLE,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LE,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStringFloatArray,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::IO.FS.instBEqSystemTime,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BEq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadST,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqRight,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable.predToBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::CoeDep,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instLawfulMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LawfulFunctor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStringBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ShareCommon.instNonemptyState,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nonempty,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLawfulIdentityAndTrue,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.LeftIdentity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedForInStep,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bool.instCommutativeAnd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Commutative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableLePos,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instCoeTOfCoeDep,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::CoeT,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLEUInt8,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LE,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Syntax.instToString,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instDvd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Dvd,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instAntisymmLe,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Antisymm,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instMod,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Mod,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::System.FilePath.instHDivString,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::HDiv,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStreamRange,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToStream,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateT.instMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqLeft,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::IO.instMinTaskState,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Min,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Omega.IntList.instSub,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Sub,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.TSyntax.instCoeScientificLitTerm,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Coe,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStringNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instApplicativeOfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Functor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::FloatArray.instGetElemUSizeFloatLtNatValValSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::GetElem,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Omega.IntList.instAdd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Add,instance_ancestor,1
